Place type,Room type,Location,Latitude,Longitude,Price/night (SGD),Total Price (SGD),Bedrooms,Beds,Bathrooms,Superhost,Host Reviews,Host Rating,Total Reviews,Rating,Cleanliness Rating,Accuracy Rating,Check-in Rating,Communication Rating,Location Rating,Value Rating,Amenities,Link
Entire home,Flat,Khet Khlong Toei,13.73735,100.55864,$126,$785,2,2,2,False,1757,4.75,103,4.59,0,0,0,0,0,0,"['Bath', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Outdoor shower', 'Hot water', 'Shower gel', 'Washing machine', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Clothes storage', 'TV with standard cable/satellite', 'AC – split-type ductless system', 'Smoke alarm', 'Fast wifi – 375 Mbps', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Cooker', 'Oven', 'Kettle', 'Dining table', 'Private entrance', 'Patio or balcony', 'Garden', 'Free parking on premises', 'Shared pool', 'Lift', 'Shared gym in building', 'Long-term stays allowed', 'Self check-in', 'Lockbox']",https://www.airbnb.com.sg/rooms/566896452446253904?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541603_P3QZSygBmmM-yMb6&previous_page_section_name=1000&federated_search_id=08117c7d-1ca6-4222-a8f3-41443920216d
Entire home,Flat,Khet Khlong Toei,13.73511,100.55716,$97,$622,1,2,1,True,847,4.87,92,4.87,4.9,4.9,4.9,5.0,4.8,4.8,"['City skyline view', 'Bath', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Free dryer – In unit', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', 'Clothes drying rack', 'Clothes storage', 'TV', 'Exercise equipment', 'Air conditioning', 'Portable fans', 'Smoke alarm', 'Carbon monoxide alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Electric cooker', 'Kettle', 'Coffee maker', 'Wine glasses', 'Dining table', 'Coffee', 'Patio or balcony', 'Free parking on premises', 'Shared pool', 'Hot tub', 'Lift', 'Shared gym in building', 'Long-term stays allowed', 'Self check-in', 'Lockbox']",https://www.airbnb.com.sg/rooms/761879648449788398?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541603_P3yWiXHlyhdFodqI&previous_page_section_name=1000&federated_search_id=08117c7d-1ca6-4222-a8f3-41443920216d
Entire home,Flat,Bangkok,13.78966,100.55482,$76,$547,2,6,2,True,6516,4.77,241,4.87,0,0,0,0,0,0,"['Hair dryer', 'Shampoo', 'Hot water', 'Washing machine', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', 'TV', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Oven', 'Self check-in', 'Keypad']",https://www.airbnb.com.sg/rooms/15668008?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541603_P3WngX3UQTazI1EO&previous_page_section_name=1000&federated_search_id=08117c7d-1ca6-4222-a8f3-41443920216d
Entire home,Flat,Bangkok,13.756,100.5349,$76,$471,2,3,1,True,711,4.82,210,4.8,4.8,4.8,4.9,4.9,4.9,4.8,"['Bath', 'Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Washing machine', 'Dryer', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Clothes drying rack', 'Clothes storage: wardrobe and chest of drawers', 'TV', 'Changing table', 'Window guards', 'Air conditioning', 'Portable fans', 'Exterior security cameras on property', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Cooker', 'Kettle', 'Private entrance', 'Private patio or balcony', 'Garden', 'Free parking on premises', 'Shared pool', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/28469688?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541603_P3xeaAJiwJcaXsLb&previous_page_section_name=1000&federated_search_id=08117c7d-1ca6-4222-a8f3-41443920216d
Entire home,Flat,Khet Ratchathewi,13.75026,100.53197,$72,$469,1,2,1,True,83,4.93,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Washing machine', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Clothes storage: wardrobe', 'TV', 'Exercise equipment', 'Pool table', 'Cinema', 'Air conditioning', 'Portable fans', 'Exterior security cameras on property', 'Smoke alarm', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Electric cooker', 'Kettle', 'Pool', 'Lift', 'Long-term stays allowed', 'Host greets you']",https://www.airbnb.com.sg/rooms/886815173944471992?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541605_P3o13cPciRBKuSqD&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Apartment,Ratchathewi,13.75321,100.53711,$67,$414,0,2,1,False,182,4.81,182,4.81,4.8,4.8,4.9,4.9,4.6,4.8,"['Hair dryer', 'Shampoo', 'Hot water', 'Washing machine', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'TV with standard cable/satellite', 'Air conditioning', 'Fire extinguisher', 'Wifi', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Private patio or balcony', 'Lift', 'Host greets you']",https://www.airbnb.com.sg/rooms/23752078?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541606_P3mTH96_C7MQjmlO&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Apartment,Khet Watthana,13.74696,100.55876,$71,$466,2,2,1,False,451,4.8,91,4.7,4.6,4.8,4.9,5.0,4.6,4.8,"['Bath', 'Hair dryer', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Washing machine', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', 'Clothes storage: wardrobe', 'TV with standard cable/satellite', 'Cot', 'Window guards', 'Air conditioning', 'Heating', 'Smoke alarm', 'Fire extinguisher', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Kettle', 'Dining table', 'Waterfront', 'Patio or balcony', 'Garden', 'Free parking on premises', 'Shared outdoor pool – available all year, open specific hours, rooftop, saltwater', 'Shared sauna', 'Lift', 'Gym', 'Single level home', 'Long-term stays allowed', 'Self check-in', 'Keypad']",https://www.airbnb.com.sg/rooms/34429149?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541606_P3LKCoc8gOvPkzRQ&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Townhouse,Khet Bang Rak,13.7193,100.5181,$104,$659,2,0,2,False,5,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"['Hair dryer', 'Shampoo', 'Conditioner', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linen', 'Iron', 'Clothes storage: wardrobe and chest of drawers', 'TV', 'Books and reading material', 'Central air conditioning', 'Exterior security cameras on property', 'Smoke alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Cooking basics', 'Dishes and cutlery', 'Induction cooker', 'Kettle', 'Coffee maker: cafetière', 'Dining table', 'Coffee', 'Private entrance', 'Launderette nearby', 'Private patio or balcony', 'Hammock', 'Outdoor dining area', 'Self check-in', 'Lockbox']",https://www.airbnb.com.sg/rooms/1156850760519856372?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541606_P3fe3jGfqdGmus4l&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Flat,Khet Phra Nakhon,13.7638,100.4993,$113,$717,2,4,1,True,403,4.92,73,4.92,0,0,0,0,0,0,"['City skyline view', 'River view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Hot water', 'Shower gel', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Clothes storage', '55-inch HDTV with Netflix, Chromecast', 'Books and reading material', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Induction cooker', 'Kettle', 'Coffee maker: Nespresso', 'Wine glasses', 'Toaster', 'Dining table', 'Coffee', 'Launderette nearby', 'Private patio or balcony', 'Outdoor furniture', 'Outdoor dining area', 'Sun loungers', 'Free on-street parking', 'Paid multistorey car park off premises', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Smart lock']",https://www.airbnb.com.sg/rooms/842643071323295069?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541606_P3pj-H47ZzLIPvIM&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Flat,Khet Ratchathewi,13.7561,100.5348,$85,$534,2,3,1,False,120,4.75,4,5.0,5.0,5.0,5.0,5.0,4.8,5.0,"['Hair dryer', 'Shampoo', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Washing machine', 'Paid dryer – In building', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Clothes drying rack', 'Clothes storage: wardrobe', 'TV', 'Air conditioning', 'Portable fans', 'Exterior security cameras on property', 'Fire extinguisher', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Kettle', 'Toaster', 'Waste compactor', 'Dining table', 'Waterfront', 'Sun loungers', 'Free parking on premises', 'Pool', 'Single level home', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff', 'Housekeeping available from 9:00 am to 5:00 pm, Monday to Saturday – available at extra cost']",https://www.airbnb.com.sg/rooms/1160739130738493875?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541606_P31c8yLq8MAoPyGi&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Flat,Khet Khlong San,13.7196,100.4991,$54,$351,1,2,1,True,247,4.98,32,5.0,5.0,5.0,4.9,5.0,4.8,5.0,"['Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Paid washer – In building', 'Dryer', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', 'Clothes drying rack', 'Clothes storage: wardrobe', 'TV', 'Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench, rowing', 'Books and reading material', 'Air conditioning', 'Exterior security cameras on property', 'Smoke alarm', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Induction cooker', 'Kettle', 'Wine glasses', 'Toaster', 'Rice cooker', 'Dining table', 'Coffee', 'Private patio or balcony', 'Free residential garage on premises – 8 spaces', 'Lift', 'Shared gym in building', 'Single level home', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff', 'Cleaning available during stay']",https://www.airbnb.com.sg/rooms/988850696259173446?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541606_P3Bc2Ijwp8L03XmG&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Flat,Khet Watthana,13.73677,100.55871,$171,"$1,066",2,2,2,False,5562,4.78,60,4.88,4.8,4.9,5.0,4.9,4.8,4.8,"['City skyline view', 'Garden view', 'Bath', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Clothes storage', '50-inch HDTV with Netflix, standard cable/satellite', 'Cot – available upon request', 'Standalone high chair – available upon request', 'Children’s tableware', 'Fireplace guards', 'Window guards', 'Baby safety gates', 'Central air conditioning', 'Heating', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Fast wifi – 505 Mbps', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Other stainless steel electric cooker', 'Oven', 'Kettle', 'Coffee maker: filter coffee maker', 'Wine glasses', 'Toaster', 'Rice cooker', 'Dining table', 'Coffee', 'Launderette nearby', 'Private patio or balcony', 'Shared back garden – Fully fenced', 'BBQ grill', 'Sun loungers', 'Free parking on premises', 'Shared outdoor pool – available all year, open specific hours, infinity, lap pool, rooftop', 'Lift', 'Shared gym in building', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Lockbox']",https://www.airbnb.com.sg/rooms/900348644327753454?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541606_P37DThjgzuR9dSsE&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Apartment,Watthana,13.7436,100.5565,$126,$788,2,3,2,True,82,4.94,18,5.0,4.9,4.9,5.0,5.0,5.0,5.0,"['City skyline view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linen', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Clothes storage: wardrobe', 'Ethernet connection', 'HDTV with Netflix', 'Books and reading material', 'AC – split-type ductless system', 'Smoke alarm', 'Fast wifi – 580 Mbps', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Other stainless steel electric cooker', 'Stainless steel single oven', 'Kettle', 'Dining table', 'Bread maker', 'Private entrance', 'Launderette nearby', 'Private patio or balcony', 'Shared back garden – Fully fenced', 'Free on-street parking', 'Lift', 'Single level home', 'Long-term stays allowed', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/1107147554427779317?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541606_P3qC56KSZZlSw-IM&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Apartment,Khet Bang Rak,13.72129866685687,100.51604540982689,$150,$947,1,2,1,True,1503,4.94,90,4.97,5.0,5.0,4.9,5.0,4.9,4.9,"['City skyline view', 'River view', 'Bath', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Washing machine', 'Dryer', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Safe', 'Clothes storage', 'TV', 'Sound system', 'Exercise equipment', 'Ping pong table', 'Books and reading material', 'Cot – available upon request', 'Travel cot', 'High chair', 'Baby bath – available upon request', 'Children’s tableware', 'Board games', 'Air conditioning', 'Portable fans', 'Exterior security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Fast wifi – 104 Mbps', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Cooker', 'Kettle', 'Coffee maker: Nespresso, pour-over coffee', 'Wine glasses', 'Toaster', 'Barbecue utensils', 'Dining table', 'Coffee', 'Private entrance', 'Patio or balcony', 'Outdoor furniture', 'Outdoor dining area', 'Free parking on premises', 'Lift', 'Paid parking off premises', 'Paid parking on premises', 'Long-term stays allowed', 'Self check-in', 'Keypad']",https://www.airbnb.com.sg/rooms/816560363550371726?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541606_P3_NbxIOtYLTML-4&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Flat,Watthana,13.74689173768694,100.55642156895685,$186,"$1,143",2,2,2,False,507,4.67,3,5.0,0,0,0,0,0,0,"['Hair dryer', 'Shampoo', 'Conditioner', 'Body soap', 'Washing machine', 'Essentials', 'Hangers', 'Iron', 'TV', 'Air conditioning', 'Smoke alarm', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Cooker', 'Patio or balcony', 'Pool', 'Lift', 'Gym']",https://www.airbnb.com.sg/rooms/1177204582350424866?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541606_P3vz4WC7A52FEQns&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Flat,Bangkok,13.7254,100.5384,$236,"$1,467",2,2,2,True,134,4.99,133,4.98,5.0,5.0,5.0,5.0,5.0,4.9,"['Hair dryer', 'Shampoo', 'Hot water', 'Free washer – In unit', 'Free dryer – In unit', 'Essentials', 'Hangers', 'Iron', '47-inch TV with cable/satellite TV, standard cable/satellite', 'Exercise equipment', 'Board games', 'Central air conditioning', 'Heating', 'Exterior security cameras on property', 'Smoke alarm', 'Carbon monoxide alarm', 'Fast wifi – 51 Mbps', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Cooker', 'Coffee maker', 'Private patio or balcony', 'Free parking on premises', 'Shared pool', 'Lift', 'Shared gym in building', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Host greets you']",https://www.airbnb.com.sg/rooms/2135883?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541606_P3jlM6GxM5LgzoSB&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Flat,Khet Ratchathewi,13.75493095897795,100.5284662963216,$84,$504,2,2,1,False,1,5,0,New,0,0,0,0,0,0,"['Hair dryer', 'Washing machine', 'Bed linen', 'TV', 'Air conditioning', 'Exterior security cameras on property', 'Smoke alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Free parking on premises', 'Pool', 'Long-term stays allowed']",https://www.airbnb.com.sg/rooms/1219413740114615232?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541606_P38jU-35fiZloKJA&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Apartment,Khet Watthana,13.7476,100.5582,$88,$578,2,2,2,True,476,4.79,38,4.82,4.9,4.8,5.0,5.0,4.6,4.8,"['Bath', 'Hair dryer', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Washing machine', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', 'Clothes drying rack', 'Clothes storage', 'TV with standard cable/satellite', 'Air conditioning', 'Smoke alarm', 'Carbon monoxide alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Cooker', 'Toaster', 'Waterfront', 'Patio or balcony', 'Garden', 'Free parking on premises', 'Lift', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Keypad']",https://www.airbnb.com.sg/rooms/49104649?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541606_P3PzV6vc0Pcfv5DH&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Apartment,Watthana,13.7433,100.5566,$171,"$1,061",2,2,2,True,289,4.95,63,4.95,4.9,5.0,4.9,5.0,4.9,4.9,"['City skyline view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Hot water', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Iron', 'Clothes drying rack', 'Clothes storage: wardrobe', 'TV', 'Central air conditioning', 'Smoke alarm', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Induction cooker', 'Kettle', 'Waste compactor', 'Dining table', 'Coffee', 'Private patio or balcony', 'Lift', 'Paid multistorey car park on premises – 1 space', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff', 'Cleaning available during stay']",https://www.airbnb.com.sg/rooms/922241513657091225?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541606_P3I65mlJBLVKDyMB&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Townhouse,Bangkok,13.7221,100.49623,$81,$518,2,2,1,True,626,4.92,90,4.89,0,0,0,0,0,0,"['Hair dryer', 'Shampoo', 'Hot water', 'Free washer – In unit', 'Essentials', 'Hangers', 'Iron', 'TV', 'High chair', 'Children’s tableware', 'AC – split-type ductless system', 'Fire extinguisher', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Electrolux induction cooker', 'Private patio or balcony']",https://www.airbnb.com.sg/rooms/39979823?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541606_P32B0QOsQV2ed1xN&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Flat,Khet Bang Rak,13.7286,100.5274,$94,$596,2,2,1,False,226,4.75,14,4.79,4.9,4.9,4.9,4.9,4.9,4.9,"['Bath', 'Hair dryer', 'Shampoo', 'Body soap', 'Hot water', 'Shower gel', 'Hangers', 'Bed linen', 'Iron', 'Clothes drying rack', 'Ethernet connection', 'TV', 'Air conditioning', 'Exterior security cameras on property', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Microwave', 'Dishes and cutlery', 'Mini fridge', 'Kettle', 'Waste compactor', 'Dining table', 'Hot tub', 'Lift', 'Single level home', 'Luggage drop-off allowed', 'Self check-in', 'Smart lock']",https://www.airbnb.com.sg/rooms/1121341459112867755?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541606_P3TFYj5mrZaPdiyQ&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Serviced apartment,Phayathai,13.7736,100.5408,$101,$623,2,2,2,True,1928,4.85,416,4.84,4.8,4.8,4.9,4.9,4.7,4.8,"['Hair dryer', 'Shampoo', 'Bidet', 'Hot water', 'Shower gel', 'Free washer – In building', 'Free dryer – In building', 'Essentials', 'Hangers', 'Bed linen', 'Iron', 'Clothes drying rack', 'Safe', 'Clothes storage: wardrobe', 'TV', 'Exercise equipment', 'Air conditioning', 'Exterior security cameras on property', 'Smoke alarm', 'Fire extinguisher', 'Wifi', 'Kitchen', 'Fridge', 'Microwave', 'Dishes and cutlery', 'Freezer', 'Cooker', 'Kettle', 'Dining table', 'Private patio or balcony', 'Free parking on premises', 'Shared pool', 'Lift', 'Private gym in building', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/1160838?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541606_P38ZhM9PI21PwVs2&previous_page_section_name=1000&federated_search_id=3107188c-9070-432b-bc2a-c2661514caca
Entire home,Flat,Khet Sathon,13.7184,100.5261,$73,$437,2,2,1,True,213,4.91,45,4.84,4.8,4.9,4.9,4.8,4.8,4.9,"['Bath', 'Hair dryer', 'Shampoo', 'Hot water', 'Shower gel', 'Washing machine', 'Essentials', 'Hangers', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Mosquito net', 'Clothes storage: wardrobe', 'TV with standard cable/satellite', 'Window AC unit', 'Exterior security cameras on property', 'Fast wifi – 568 Mbps', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Cooker', 'Rice cooker', 'Dining table', 'Patio or balcony', 'Luggage drop-off allowed', 'Long-term stays allowed', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/28758495?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541613_P38E3zMFJjq4FecA&previous_page_section_name=1000&federated_search_id=080ba281-10b4-4008-987b-9445f67857eb
Entire home,Apartment,Khet Pathum Wan,13.74368,100.54253,$209,"$1,292",2,2,2,False,5562,4.78,123,4.86,4.8,4.9,4.9,4.9,4.8,4.8,"['City skyline view', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Body soap', 'Bidet', 'Hot water', 'Shower gel', 'Free washer – In unit', 'Essentials', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Room-darkening blinds', 'Iron', 'Clothes drying rack', 'Clothes storage: wardrobe and wardrobe', '52-inch HDTV with Netflix, standard cable/satellite', 'Cot', 'Folding or convertible high chair – available upon request', 'Children’s tableware', 'Fireplace guards', 'Window guards', 'Baby safety gates', 'Table corner guards', 'Central air conditioning', 'Heating', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Wifi', 'Dedicated workspace', 'Kitchen', 'Fridge', 'Microwave', 'Cooking basics', 'Dishes and cutlery', 'Freezer', 'Other stainless steel electric cooker', 'Oven', 'Kettle', 'Wine glasses', 'Toaster', 'Rice cooker', 'Dining table', 'Coffee', 'Launderette nearby', 'Private patio or balcony', 'Shared back garden – Fully fenced', 'Sun loungers', 'Free on-street parking', 'Shared outdoor pool – available all year, infinity, lap pool, rooftop', 'Lift', 'Shared gym in building', 'Long-term stays allowed', 'Self check-in', 'Building staff']",https://www.airbnb.com.sg/rooms/39234543?adults=3&search_mode=regular_search&check_in=2024-10-04&check_out=2024-10-10&source_impression_id=p3_1723541613_P3OYePW9S07bt3pt&previous_page_section_name=1000&federated_search_id=080ba281-10b4-4008-987b-9445f67857eb
